text,label,split,template_family,subset,notes
could you take the orange cursor sample 17 leftward on alpha lane 17,MOVE_LEFT,train,vectorbot_train_MOVE_LEFT_polite_16,polite,Executable VectorBot action paraphrase.
head toward the right wall with green marker sample 18 on alpha lane 18,MOVE_RIGHT,train,vectorbot_train_MOVE_RIGHT_spatial_synonym_17,spatial_synonym,Executable VectorBot action paraphrase.
toggle the lamp on alpha lane 19,TOGGLE_LIGHT,train,vectorbot_train_TOGGLE_LIGHT_demo_anchor_18,demo_anchor,Executable VectorBot action paraphrase.
send the west cell rightward on charlie lane 2,MOVE_RIGHT,test,vectorbot_test_MOVE_RIGHT_clean_1,clean,Executable VectorBot action paraphrase.
could you take the board reset downward on charlie lane 5,MOVE_DOWN,test,vectorbot_test_MOVE_DOWN_polite_4,polite,Executable VectorBot action paraphrase.
slide left,MOVE_LEFT,train,vectorbot_train_MOVE_LEFT_demo_anchor_0,demo_anchor,Executable VectorBot action paraphrase.
qzx app marker sample 27 lampward blue packet on alpha lane 27,ABSTAIN,train,vectorbot_train_ABSTAIN_abstain_gibberish_26,abstain_gibberish,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
advance the route sprite sample 3 toward the right edge on bravo lane 3,MOVE_RIGHT,validation,vectorbot_validation_MOVE_RIGHT_paraphrase_2,paraphrase,Executable VectorBot action paraphrase.
what is the weather near lamp switch on alpha lane 85,ABSTAIN,train,vectorbot_train_ABSTAIN_abstain_unrelated_84,abstain_unrelated,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
move the studio tile sample 16 up and then right on charlie lane 16,ABSTAIN,test,vectorbot_test_ABSTAIN_abstain_compound_15,abstain_compound,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
send the latent bot leftward on alpha lane 8,MOVE_LEFT,train,vectorbot_train_MOVE_LEFT_clean_7,clean,Executable VectorBot action paraphrase.
translate a phrase about sketch tile sample 19 on charlie lane 19,ABSTAIN,test,vectorbot_test_ABSTAIN_abstain_unrelated_18,abstain_unrelated,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
toggle lamp floor marker bravo lane 4,TOGGLE_LIGHT,validation,vectorbot_validation_TOGGLE_LIGHT_terse_3,terse,Executable VectorBot action paraphrase.
make the VectorBot better around panel bot on alpha lane 119,ABSTAIN,train,vectorbot_train_ABSTAIN_abstain_ambiguous_118,abstain_ambiguous,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
what is the weather tomorrow? on charlie lane 1,ABSTAIN,test,vectorbot_test_ABSTAIN_abstain_unrelated_0,abstain_unrelated,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
go south with the map cursor on bravo lane 6,MOVE_DOWN,validation,vectorbot_validation_MOVE_DOWN_spatial_synonym_5,spatial_synonym,Executable VectorBot action paraphrase.
qzx latent bot lampward blue packet on charlie lane 27,ABSTAIN,test,vectorbot_test_ABSTAIN_abstain_gibberish_26,abstain_gibberish,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
what is the weather tomorrow?,ABSTAIN,train,vectorbot_train_ABSTAIN_abstain_unrelated_0,abstain_unrelated,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
send the cell marker leftward on alpha lane 14,MOVE_LEFT,train,vectorbot_train_MOVE_LEFT_clean_13,clean,Executable VectorBot action paraphrase.
recommend a lunch place for hidden vector on alpha lane 43,ABSTAIN,train,vectorbot_train_ABSTAIN_abstain_unrelated_42,abstain_unrelated,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
advance the route sprite sample 3 toward the top on bravo lane 3,MOVE_UP,validation,vectorbot_validation_MOVE_UP_paraphrase_2,paraphrase,Executable VectorBot action paraphrase.
what is the weather near state marker on bravo lane 25,ABSTAIN,validation,vectorbot_validation_ABSTAIN_abstain_unrelated_24,abstain_unrelated,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
go south with the control dot on alpha lane 6,MOVE_DOWN,train,vectorbot_train_MOVE_DOWN_spatial_synonym_5,spatial_synonym,Executable VectorBot action paraphrase.
switch the lamp state for panel bot on bravo lane 2,TOGGLE_LIGHT,validation,vectorbot_validation_TOGGLE_LIGHT_clean_1,clean,Executable VectorBot action paraphrase.
send the field rover sample 26 downward on alpha lane 26,MOVE_DOWN,train,vectorbot_train_MOVE_DOWN_clean_25,clean,Executable VectorBot action paraphrase.
swap the light state around tiny robot on alpha lane 3,TOGGLE_LIGHT,train,vectorbot_train_TOGGLE_LIGHT_paraphrase_2,paraphrase,Executable VectorBot action paraphrase.
move the bot right on alpha lane 7,MOVE_RIGHT,train,vectorbot_train_MOVE_RIGHT_demo_anchor_6,demo_anchor,Executable VectorBot action paraphrase.
handle the small rover somehow on alpha lane 65,ABSTAIN,train,vectorbot_train_ABSTAIN_abstain_ambiguous_64,abstain_ambiguous,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
left visual cell sample 40 alpha lane 40,MOVE_LEFT,train,vectorbot_train_MOVE_LEFT_terse_39,terse,Executable VectorBot action paraphrase.
go north on alpha lane 13,MOVE_UP,train,vectorbot_train_MOVE_UP_demo_anchor_12,demo_anchor,Executable VectorBot action paraphrase.
go north with the board reset on alpha lane 36,MOVE_UP,train,vectorbot_train_MOVE_UP_spatial_synonym_35,spatial_synonym,Executable VectorBot action paraphrase.
could you take the tile agent upward on alpha lane 29,MOVE_UP,train,vectorbot_train_MOVE_UP_polite_28,polite,Executable VectorBot action paraphrase.
advance the field rover toward the left edge on bravo lane 9,MOVE_LEFT,validation,vectorbot_validation_MOVE_LEFT_paraphrase_8,paraphrase,Executable VectorBot action paraphrase.
could you take the map cursor leftward on alpha lane 23,MOVE_LEFT,train,vectorbot_train_MOVE_LEFT_polite_22,polite,Executable VectorBot action paraphrase.
zibble the north cell through purple syntax on alpha lane 81,ABSTAIN,train,vectorbot_train_ABSTAIN_abstain_gibberish_80,abstain_gibberish,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
paint the robot purple on alpha lane 18,ABSTAIN,train,vectorbot_train_ABSTAIN_abstain_out_of_scope_17,abstain_out_of_scope,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
head toward the right wall with state marker on alpha lane 42,MOVE_RIGHT,train,vectorbot_train_MOVE_RIGHT_spatial_synonym_41,spatial_synonym,Executable VectorBot action paraphrase.
go south with the board reset on alpha lane 36,MOVE_DOWN,train,vectorbot_train_MOVE_DOWN_spatial_synonym_35,spatial_synonym,Executable VectorBot action paraphrase.
go north on charlie lane 1,MOVE_UP,test,vectorbot_test_MOVE_UP_demo_anchor_0,demo_anchor,Executable VectorBot action paraphrase.
toggle the lamp,TOGGLE_LIGHT,train,vectorbot_train_TOGGLE_LIGHT_demo_anchor_0,demo_anchor,Executable VectorBot action paraphrase.
toggle the lamp and reset the board for blue marker on alpha lane 52,ABSTAIN,train,vectorbot_train_ABSTAIN_abstain_compound_51,abstain_compound,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
reset the board on charlie lane 1,RESET,test,vectorbot_test_RESET_demo_anchor_0,demo_anchor,Executable VectorBot action paraphrase.
paint the robot purple on alpha lane 108,ABSTAIN,train,vectorbot_train_ABSTAIN_abstain_out_of_scope_107,abstain_out_of_scope,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
send the router point leftward on charlie lane 8,MOVE_LEFT,test,vectorbot_test_MOVE_LEFT_clean_7,clean,Executable VectorBot action paraphrase.
paint the robot purple on alpha lane 72,ABSTAIN,train,vectorbot_train_ABSTAIN_abstain_out_of_scope_71,abstain_out_of_scope,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
shift the state marker sample 42 to the upper cell on alpha lane 42,MOVE_UP,train,vectorbot_train_MOVE_UP_spatial_synonym_41,spatial_synonym,Executable VectorBot action paraphrase.
delete all files on this laptop on alpha lane 122,ABSTAIN,train,vectorbot_train_ABSTAIN_abstain_unsafe_121,abstain_unsafe,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
zibble the panel bot through purple syntax on alpha lane 69,ABSTAIN,train,vectorbot_train_ABSTAIN_abstain_gibberish_68,abstain_gibberish,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
advance the app marker toward the right edge on alpha lane 27,MOVE_RIGHT,train,vectorbot_train_MOVE_RIGHT_paraphrase_26,paraphrase,Executable VectorBot action paraphrase.
toggle the lamp on bravo lane 1,TOGGLE_LIGHT,validation,vectorbot_validation_TOGGLE_LIGHT_demo_anchor_0,demo_anchor,Executable VectorBot action paraphrase.
restore the grid state for router point sample 8 on charlie lane 8,RESET,test,vectorbot_test_RESET_clean_7,clean,Executable VectorBot action paraphrase.
swap the light state around small rover on alpha lane 15,TOGGLE_LIGHT,train,vectorbot_train_TOGGLE_LIGHT_paraphrase_14,paraphrase,Executable VectorBot action paraphrase.
paint the robot purple on alpha lane 96,ABSTAIN,train,vectorbot_train_ABSTAIN_abstain_out_of_scope_95,abstain_out_of_scope,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
could you take the demo bot upward on alpha lane 5,MOVE_UP,train,vectorbot_train_MOVE_UP_polite_4,polite,Executable VectorBot action paraphrase.
could you switch the light for orange cursor sample 17 on alpha lane 17,TOGGLE_LIGHT,train,vectorbot_train_TOGGLE_LIGHT_polite_16,polite,Executable VectorBot action paraphrase.
make the VectorBot better around pixel bot on bravo lane 11,ABSTAIN,validation,vectorbot_validation_ABSTAIN_abstain_ambiguous_10,abstain_ambiguous,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
could you take the tiny square sample 41 downward on alpha lane 41,MOVE_DOWN,train,vectorbot_train_MOVE_DOWN_polite_40,polite,Executable VectorBot action paraphrase.
could you take the test robot rightward on bravo lane 5,MOVE_RIGHT,validation,vectorbot_validation_MOVE_RIGHT_polite_4,polite,Executable VectorBot action paraphrase.
qzx silver icon lampward blue packet on alpha lane 111,ABSTAIN,train,vectorbot_train_ABSTAIN_abstain_gibberish_110,abstain_gibberish,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
right east cell alpha lane 34,MOVE_RIGHT,train,vectorbot_train_MOVE_RIGHT_terse_33,terse,Executable VectorBot action paraphrase.
move the control dot sample 106 up and then right on alpha lane 106,ABSTAIN,train,vectorbot_train_ABSTAIN_abstain_compound_105,abstain_compound,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
slide left on charlie lane 1,MOVE_LEFT,test,vectorbot_test_MOVE_LEFT_demo_anchor_0,demo_anchor,Executable VectorBot action paraphrase.
advance the router point toward the bottom on alpha lane 39,MOVE_DOWN,train,vectorbot_train_MOVE_DOWN_paraphrase_38,paraphrase,Executable VectorBot action paraphrase.
switch the lamp state for west cell on charlie lane 2,TOGGLE_LIGHT,test,vectorbot_test_TOGGLE_LIGHT_clean_1,clean,Executable VectorBot action paraphrase.
head toward the right wall with board reset on alpha lane 36,MOVE_RIGHT,train,vectorbot_train_MOVE_RIGHT_spatial_synonym_35,spatial_synonym,Executable VectorBot action paraphrase.
send the blue marker downward on alpha lane 2,MOVE_DOWN,train,vectorbot_train_MOVE_DOWN_clean_1,clean,Executable VectorBot action paraphrase.
go north with the map cursor on bravo lane 6,MOVE_UP,validation,vectorbot_validation_MOVE_UP_spatial_synonym_5,spatial_synonym,Executable VectorBot action paraphrase.
advance the west cell toward the top on alpha lane 33,MOVE_UP,train,vectorbot_train_MOVE_UP_paraphrase_32,paraphrase,Executable VectorBot action paraphrase.
toggle lamp pixel bot alpha lane 28,TOGGLE_LIGHT,train,vectorbot_train_TOGGLE_LIGHT_terse_27,terse,Executable VectorBot action paraphrase.
reset pixel bot alpha lane 28,RESET,train,vectorbot_train_RESET_terse_27,terse,Executable VectorBot action paraphrase.
advance the floor marker toward the right edge on alpha lane 21,MOVE_RIGHT,train,vectorbot_train_MOVE_RIGHT_paraphrase_20,paraphrase,Executable VectorBot action paraphrase.
run a shell command for bright token on bravo lane 8,ABSTAIN,validation,vectorbot_validation_ABSTAIN_abstain_unsafe_7,abstain_unsafe,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
up pixel bot sample 28 alpha lane 28,MOVE_UP,train,vectorbot_train_MOVE_UP_terse_27,terse,Executable VectorBot action paraphrase.
toggle the lamp and reset the board for vector sprite on alpha lane 112,ABSTAIN,train,vectorbot_train_ABSTAIN_abstain_compound_111,abstain_compound,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
advance the field rover sample 9 toward the right edge on bravo lane 9,MOVE_RIGHT,validation,vectorbot_validation_MOVE_RIGHT_paraphrase_8,paraphrase,Executable VectorBot action paraphrase.
swap the light state around floor marker on alpha lane 21,TOGGLE_LIGHT,train,vectorbot_train_TOGGLE_LIGHT_paraphrase_20,paraphrase,Executable VectorBot action paraphrase.
translate a phrase about panel bot on alpha lane 19,ABSTAIN,train,vectorbot_train_ABSTAIN_abstain_unrelated_18,abstain_unrelated,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
toggle the lamp on bravo lane 7,TOGGLE_LIGHT,validation,vectorbot_validation_TOGGLE_LIGHT_demo_anchor_6,demo_anchor,Executable VectorBot action paraphrase.
slide left on bravo lane 1,MOVE_LEFT,validation,vectorbot_validation_MOVE_LEFT_demo_anchor_0,demo_anchor,Executable VectorBot action paraphrase.
delete all files on this laptop on alpha lane 32,ABSTAIN,train,vectorbot_train_ABSTAIN_abstain_unsafe_31,abstain_unsafe,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
translate a phrase about toy agent on alpha lane 109,ABSTAIN,train,vectorbot_train_ABSTAIN_abstain_unrelated_108,abstain_unrelated,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
slide left on alpha lane 19,MOVE_LEFT,train,vectorbot_train_MOVE_LEFT_demo_anchor_18,demo_anchor,Executable VectorBot action paraphrase.
advance the tiny robot toward the bottom on alpha lane 3,MOVE_DOWN,train,vectorbot_train_MOVE_DOWN_paraphrase_2,paraphrase,Executable VectorBot action paraphrase.
left grid token alpha lane 16,MOVE_LEFT,train,vectorbot_train_MOVE_LEFT_terse_15,terse,Executable VectorBot action paraphrase.
advance the toy agent toward the left edge on alpha lane 9,MOVE_LEFT,train,vectorbot_train_MOVE_LEFT_paraphrase_8,paraphrase,Executable VectorBot action paraphrase.
paint the robot purple on charlie lane 12,ABSTAIN,test,vectorbot_test_ABSTAIN_abstain_out_of_scope_11,abstain_out_of_scope,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
advance the toy agent toward the top on alpha lane 9,MOVE_UP,train,vectorbot_train_MOVE_UP_paraphrase_8,paraphrase,Executable VectorBot action paraphrase.
restore the initial grid setup for app marker on alpha lane 27,RESET,train,vectorbot_train_RESET_paraphrase_26,paraphrase,Executable VectorBot action paraphrase.
restore the initial grid setup for route sprite on bravo lane 3,RESET,validation,vectorbot_validation_RESET_paraphrase_2,paraphrase,Executable VectorBot action paraphrase.
could you take the demo bot downward on alpha lane 5,MOVE_DOWN,train,vectorbot_train_MOVE_DOWN_polite_4,polite,Executable VectorBot action paraphrase.
reset the board,RESET,train,vectorbot_train_RESET_demo_anchor_0,demo_anchor,Executable VectorBot action paraphrase.
advance the small rover toward the top on alpha lane 15,MOVE_UP,train,vectorbot_train_MOVE_UP_paraphrase_14,paraphrase,Executable VectorBot action paraphrase.
slide left on alpha lane 37,MOVE_LEFT,train,vectorbot_train_MOVE_LEFT_demo_anchor_36,demo_anchor,Executable VectorBot action paraphrase.
could you take the tiny square upward on alpha lane 41,MOVE_UP,train,vectorbot_train_MOVE_UP_polite_40,polite,Executable VectorBot action paraphrase.
send private tokens for route sprite on alpha lane 20,ABSTAIN,train,vectorbot_train_ABSTAIN_abstain_unsafe_19,abstain_unsafe,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
make the VectorBot better around visual cell on bravo lane 23,ABSTAIN,validation,vectorbot_validation_ABSTAIN_abstain_ambiguous_22,abstain_ambiguous,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
delete all files on this laptop on alpha lane 92,ABSTAIN,train,vectorbot_train_ABSTAIN_abstain_unsafe_91,abstain_unsafe,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
move the bot right on alpha lane 37,MOVE_RIGHT,train,vectorbot_train_MOVE_RIGHT_demo_anchor_36,demo_anchor,Executable VectorBot action paraphrase.
send private tokens for sketch tile on alpha lane 50,ABSTAIN,train,vectorbot_train_ABSTAIN_abstain_unsafe_49,abstain_unsafe,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
toggle lamp visual cell alpha lane 40,TOGGLE_LIGHT,train,vectorbot_train_TOGGLE_LIGHT_terse_39,terse,Executable VectorBot action paraphrase.
what is the weather tomorrow? on alpha lane 121,ABSTAIN,train,vectorbot_train_ABSTAIN_abstain_unrelated_120,abstain_unrelated,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
zibble the orange cursor through purple syntax on alpha lane 117,ABSTAIN,train,vectorbot_train_ABSTAIN_abstain_gibberish_116,abstain_gibberish,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
restore the grid state for demo marker on alpha lane 38,RESET,train,vectorbot_train_RESET_clean_37,clean,Executable VectorBot action paraphrase.
head toward the right wall with control sample on charlie lane 6,MOVE_RIGHT,test,vectorbot_test_MOVE_RIGHT_spatial_synonym_5,spatial_synonym,Executable VectorBot action paraphrase.
right pixel bot sample 28 alpha lane 28,MOVE_RIGHT,train,vectorbot_train_MOVE_RIGHT_terse_27,terse,Executable VectorBot action paraphrase.
advance the west cell toward the right edge on alpha lane 33,MOVE_RIGHT,train,vectorbot_train_MOVE_RIGHT_paraphrase_32,paraphrase,Executable VectorBot action paraphrase.
could you switch the light for board reset on charlie lane 5,TOGGLE_LIGHT,test,vectorbot_test_TOGGLE_LIGHT_polite_4,polite,Executable VectorBot action paraphrase.
send private tokens for control sample sample 20 on bravo lane 20,ABSTAIN,validation,vectorbot_validation_ABSTAIN_abstain_unsafe_19,abstain_unsafe,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
turn the lamp on or off for vector sprite on alpha lane 12,TOGGLE_LIGHT,train,vectorbot_train_TOGGLE_LIGHT_spatial_synonym_11,spatial_synonym,Executable VectorBot action paraphrase.
send private tokens for center bot on charlie lane 20,ABSTAIN,test,vectorbot_test_ABSTAIN_abstain_unsafe_19,abstain_unsafe,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
zibble the demo marker through purple syntax on bravo lane 21,ABSTAIN,validation,vectorbot_validation_ABSTAIN_abstain_gibberish_20,abstain_gibberish,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
reset grid cursor alpha lane 4,RESET,train,vectorbot_train_RESET_terse_3,terse,Executable VectorBot action paraphrase.
restore the initial grid setup for field rover on bravo lane 9,RESET,validation,vectorbot_validation_RESET_paraphrase_8,paraphrase,Executable VectorBot action paraphrase.
change the beacon setting for sample sprite sample 30 on alpha lane 30,TOGGLE_LIGHT,train,vectorbot_train_TOGGLE_LIGHT_spatial_synonym_29,spatial_synonym,Executable VectorBot action paraphrase.
handle the east cell sample 17 somehow on bravo lane 17,ABSTAIN,validation,vectorbot_validation_ABSTAIN_abstain_ambiguous_16,abstain_ambiguous,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
right test robot alpha lane 22,MOVE_RIGHT,train,vectorbot_train_MOVE_RIGHT_terse_21,terse,Executable VectorBot action paraphrase.
head toward the left wall with state marker on alpha lane 42,MOVE_LEFT,train,vectorbot_train_MOVE_LEFT_spatial_synonym_41,spatial_synonym,Executable VectorBot action paraphrase.
send the panel bot upward on bravo lane 2,MOVE_UP,validation,vectorbot_validation_MOVE_UP_clean_1,clean,Executable VectorBot action paraphrase.
send the demo marker rightward on alpha lane 38,MOVE_RIGHT,train,vectorbot_train_MOVE_RIGHT_clean_37,clean,Executable VectorBot action paraphrase.
paint the robot purple on alpha lane 42,ABSTAIN,train,vectorbot_train_ABSTAIN_abstain_out_of_scope_41,abstain_out_of_scope,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
could you take the silver icon rightward on alpha lane 11,MOVE_RIGHT,train,vectorbot_train_MOVE_RIGHT_polite_10,polite,Executable VectorBot action paraphrase.
reset board piece alpha lane 10,RESET,train,vectorbot_train_RESET_terse_9,terse,Executable VectorBot action paraphrase.
turn the light on or off for route sprite on alpha lane 20,TOGGLE_LIGHT,train,vectorbot_train_TOGGLE_LIGHT_clean_19,clean,Executable VectorBot action paraphrase.
down floor marker bravo lane 4,MOVE_DOWN,validation,vectorbot_validation_MOVE_DOWN_terse_3,terse,Executable VectorBot action paraphrase.
advance the east cell toward the top on charlie lane 3,MOVE_UP,test,vectorbot_test_MOVE_UP_paraphrase_2,paraphrase,Executable VectorBot action paraphrase.
paint the robot purple on alpha lane 30,ABSTAIN,train,vectorbot_train_ABSTAIN_abstain_out_of_scope_29,abstain_out_of_scope,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
send the blue marker sample 2 upward on alpha lane 2,MOVE_UP,train,vectorbot_train_MOVE_UP_clean_1,clean,Executable VectorBot action paraphrase.
qzx route sprite lampward blue packet on bravo lane 3,ABSTAIN,validation,vectorbot_validation_ABSTAIN_abstain_gibberish_2,abstain_gibberish,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
restore the initial grid setup for visual cell on charlie lane 9,RESET,test,vectorbot_test_RESET_paraphrase_8,paraphrase,Executable VectorBot action paraphrase.
send the bright token upward on bravo lane 8,MOVE_UP,validation,vectorbot_validation_MOVE_UP_clean_7,clean,Executable VectorBot action paraphrase.
paint the robot purple on alpha lane 60,ABSTAIN,train,vectorbot_train_ABSTAIN_abstain_out_of_scope_59,abstain_out_of_scope,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
advance the floor marker toward the bottom on alpha lane 21,MOVE_DOWN,train,vectorbot_train_MOVE_DOWN_paraphrase_20,paraphrase,Executable VectorBot action paraphrase.
send the field rover sample 26 rightward on alpha lane 26,MOVE_RIGHT,train,vectorbot_train_MOVE_RIGHT_clean_25,clean,Executable VectorBot action paraphrase.
could you take the lamp switch upward on alpha lane 35,MOVE_UP,train,vectorbot_train_MOVE_UP_polite_34,polite,Executable VectorBot action paraphrase.
make the VectorBot better around floor marker sample 71 on alpha lane 71,ABSTAIN,train,vectorbot_train_ABSTAIN_abstain_ambiguous_70,abstain_ambiguous,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
turn the lamp on or off for quiet bot sample 24 on alpha lane 24,TOGGLE_LIGHT,train,vectorbot_train_TOGGLE_LIGHT_spatial_synonym_23,spatial_synonym,Executable VectorBot action paraphrase.
run a shell command for green marker sample 68 on alpha lane 68,ABSTAIN,train,vectorbot_train_ABSTAIN_abstain_unsafe_67,abstain_unsafe,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
make the VectorBot better around route point sample 95 on alpha lane 95,ABSTAIN,train,vectorbot_train_ABSTAIN_abstain_ambiguous_94,abstain_ambiguous,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
paint the robot purple on alpha lane 84,ABSTAIN,train,vectorbot_train_ABSTAIN_abstain_out_of_scope_83,abstain_out_of_scope,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
write a haiku about square rover on alpha lane 7,ABSTAIN,train,vectorbot_train_ABSTAIN_abstain_unrelated_6,abstain_unrelated,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
send the south cell downward on alpha lane 32,MOVE_DOWN,train,vectorbot_train_MOVE_DOWN_clean_31,clean,Executable VectorBot action paraphrase.
reset visual cell alpha lane 40,RESET,train,vectorbot_train_RESET_terse_39,terse,Executable VectorBot action paraphrase.
zibble the visual cell through purple syntax on charlie lane 9,ABSTAIN,test,vectorbot_test_ABSTAIN_abstain_gibberish_8,abstain_gibberish,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
send the west cell upward on charlie lane 2,MOVE_UP,test,vectorbot_test_MOVE_UP_clean_1,clean,Executable VectorBot action paraphrase.
reset floor marker bravo lane 4,RESET,validation,vectorbot_validation_RESET_terse_3,terse,Executable VectorBot action paraphrase.
toggle the lamp on alpha lane 25,TOGGLE_LIGHT,train,vectorbot_train_TOGGLE_LIGHT_demo_anchor_24,demo_anchor,Executable VectorBot action paraphrase.
switch the lamp state for blue marker on alpha lane 2,TOGGLE_LIGHT,train,vectorbot_train_TOGGLE_LIGHT_clean_1,clean,Executable VectorBot action paraphrase.
send the cell marker sample 14 upward on alpha lane 14,MOVE_UP,train,vectorbot_train_MOVE_UP_clean_13,clean,Executable VectorBot action paraphrase.
reset grid token alpha lane 16,RESET,train,vectorbot_train_RESET_terse_15,terse,Executable VectorBot action paraphrase.
could you take the tile agent sample 29 downward on alpha lane 29,MOVE_DOWN,train,vectorbot_train_MOVE_DOWN_polite_28,polite,Executable VectorBot action paraphrase.
go north then south with pixel bot on alpha lane 28,ABSTAIN,train,vectorbot_train_ABSTAIN_abstain_compound_27,abstain_compound,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
toggle lamp east cell alpha lane 34,TOGGLE_LIGHT,train,vectorbot_train_TOGGLE_LIGHT_terse_33,terse,Executable VectorBot action paraphrase.
could you take the test robot sample 5 leftward on bravo lane 5,MOVE_LEFT,validation,vectorbot_validation_MOVE_LEFT_polite_4,polite,Executable VectorBot action paraphrase.
could you restore the starting state for tile agent on alpha lane 29,RESET,train,vectorbot_train_RESET_polite_28,polite,Executable VectorBot action paraphrase.
make the VectorBot better around grid cursor on charlie lane 23,ABSTAIN,test,vectorbot_test_ABSTAIN_abstain_ambiguous_22,abstain_ambiguous,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
advance the small rover sample 15 toward the left edge on alpha lane 15,MOVE_LEFT,train,vectorbot_train_MOVE_LEFT_paraphrase_14,paraphrase,Executable VectorBot action paraphrase.
reset the board on alpha lane 7,RESET,train,vectorbot_train_RESET_demo_anchor_6,demo_anchor,Executable VectorBot action paraphrase.
handle the bright token somehow on alpha lane 125,ABSTAIN,train,vectorbot_train_ABSTAIN_abstain_ambiguous_124,abstain_ambiguous,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
disable security tools around route point on charlie lane 14,ABSTAIN,test,vectorbot_test_ABSTAIN_abstain_unsafe_13,abstain_unsafe,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
restore the grid state for route sprite on alpha lane 20,RESET,train,vectorbot_train_RESET_clean_19,clean,Executable VectorBot action paraphrase.
toggle lamp grid cursor alpha lane 4,TOGGLE_LIGHT,train,vectorbot_train_TOGGLE_LIGHT_terse_3,terse,Executable VectorBot action paraphrase.
up lamp switch charlie lane 4,MOVE_UP,test,vectorbot_test_MOVE_UP_terse_3,terse,Executable VectorBot action paraphrase.
move up and then right,ABSTAIN,train,vectorbot_train_ABSTAIN_abstain_compound_3,abstain_compound,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
advance the field rover toward the top on bravo lane 9,MOVE_UP,validation,vectorbot_validation_MOVE_UP_paraphrase_8,paraphrase,Executable VectorBot action paraphrase.
translate a phrase about board reset on bravo lane 19,ABSTAIN,validation,vectorbot_validation_ABSTAIN_abstain_unrelated_18,abstain_unrelated,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
left lamp switch charlie lane 4,MOVE_LEFT,test,vectorbot_test_MOVE_LEFT_terse_3,terse,Executable VectorBot action paraphrase.
delete my files after moving board reset on alpha lane 86,ABSTAIN,train,vectorbot_train_ABSTAIN_abstain_unsafe_85,abstain_unsafe,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
right board piece alpha lane 10,MOVE_RIGHT,train,vectorbot_train_MOVE_RIGHT_terse_9,terse,Executable VectorBot action paraphrase.
